fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,quality,alcohol
7.1,0.26,0.32,16.2,44,31,170,99.644,3.17,0.37,5,"R$ 45.333,00"
6.6,0.22,0.34,11.6,0.05,59,140,99.526,3.22,0.4,5,"R$ 45.514,00"
6.6,0.45,0.43,7.2,64,31,186,9.954,3.12,0.44,5,"R$ 45.391,00"
6.6,0.17,0.3,1.1,31,13,73,99.095,3.17,0.58,6,"R$ 11,00"
7.2,0.44,0.28,3.4,48,22,112,99.188,3.21,0.37,7,"R$ 45.362,00"
6.2,0.15,0.27,1.4,41,51,117,9.909,3.28,0.38,6,"R$ 45.333,00"
6.3,0.25,0.22,3.3,48,41,161,99.256,3.16,0.5,6,"R$ 45.422,00"
6.5,0.22,0.45,8,53,52,196,9.959,3.23,0.48,6,"R$ 45.300,00"
7.3,0.26,0.3,9.3,0.05,35,154,99.581,3.21,0.5,6,"R$ 45.392,00"
6.9,0.15,0.29,2.3,33,14,82,99.132,3.1,0.58,7,"R$ 45.333,00"
5.8,0.22,0.29,0.9,34,34,89,98.936,3.14,0.36,7,"R$ 45.302,00"
6.5,0.37,0.33,3.5,36,23,92,99.136,3.18,0.38,6,"R$ 45.333,00"
5.5,375,0.38,1.7,36,17,98,99.142,3.29,0.39,6,"R$ 45.422,00"
5.9,0.2,0.4,1.3,47,23,92,99.232,3.2,0.45,6,"R$ 10,00"
5.9,0.22,0.38,1.3,46,24,90,99.232,3.2,0.47,6,"R$ 10,00"
8,0.22,0.31,5.6,49,24,97,993,3.1,0.42,5,"R$ 45.545,00"
6.5,0.22,0.29,7.4,28,16,87,99.311,3.15,0.56,7,"R$ 45.545,00"
6.9,0.15,0.29,2.3,33,14,82,99.132,3.1,0.58,7,"R$ 45.333,00"
5.8,0.2,0.34,1,35,40,86,98.993,3.5,0.42,5,"R$ 45.484,00"
6.6,0.31,0.07,1.5,33,55,144,99.208,3.16,0.42,5,"R$ 10,00"
7.7,0.43,0.37,10,169,22,210,99.776,03.02,0.64,5,"R$ 45.421,00"
6.7,0.24,0.29,14.9,53,55,136,99.839,03.03,0.52,5,"R$ 9,00"
7.3,0.23,0.34,9.3,52,19,86,99.574,03.04,0.56,5,"R$ 10,00"
7.9,0.2,0.39,1,41,37,154,99.093,03.08,0.43,5,"R$ 45.546,00"
5.3,0.16,0.39,1,28,40,101,99.156,3.57,0.59,6,"R$ 45.453,00"
6.4,0.21,0.28,5.9,47,29,101,99.278,3.15,0.4,6,"R$ 11,00"
6.9,0.33,0.26,5,27,46,143,9.924,3.25,0.43,7,"R$ 45.333,00"
5.6,0.18,0.58,1.25,34,29,129,98.984,3.51,0.6,7,"R$ 12,00"
6.6,0.29,0.31,3.9,27,39,96,99.035,3.24,0.6,8,"R$ 45.455,00"
6.9,0.33,0.26,5,27,46,143,9.924,3.25,0.43,7,"R$ 45.333,00"
6.6,0.21,0.36,0.8,34,48,113,99.165,3.24,0.68,6,"R$ 45.422,00"
7.3,0.21,0.33,1,37,66,144,9.923,3.11,0.52,6,"R$ 45.332,00"
6.4,0.21,0.28,5.9,47,29,101,99.278,3.15,0.4,6,"R$ 11,00"
5.1,0.11,0.32,1.6,28,12,90,99.008,3.57,0.52,6,"R$ 45.334,00"
6.5,0.15,0.32,1.3,36,19,76,98.964,3.18,0.41,6,"R$ 45.363,00"
5.3,0.16,0.39,1,28,40,101,99.156,3.57,0.59,6,"R$ 45.453,00"
5.6,0.19,0.46,1.1,32,33,115,9.909,3.36,0.5,6,"R$ 45.392,00"
5.6,0.18,0.58,1.25,34,29,129,98.984,3.51,0.6,7,"R$ 12,00"
6.7,0.48,0.32,1.4,21,22,121,9.889,3.15,0.53,7,"R$ 45.485,00"
6.2,0.23,0.23,1.2,18,18,128,99.178,03.05,0.28,5,"R$ 45.453,00"
6,0.17,0.29,5,28,25,108,99.076,3.14,0.34,6,"R$ 45.363,00"
6.7,0.48,0.32,1.4,21,22,121,9.889,3.15,0.53,7,"R$ 45.485,00"
6.7,0.15,0.38,1.7,37,20,84,99.046,03.09,0.53,6,"R$ 45.393,00"
4.2,0.17,0.36,1.8,29,93,161,98.999,3.65,0.89,7,"R$ 12,00"
5.8,0.21,0.32,1.6,45,38,95,98.946,3.23,0.94,8,"R$ 45.394,00"
5.4,0.23,0.36,1.5,0.03,74,121,98.976,3.24,0.99,7,"R$ 45.303,00"
6.7,0.15,0.38,1.7,37,20,84,99.046,03.09,0.53,6,"R$ 45.393,00"
6.4,0.22,0.31,13.9,0.04,57,135,99.672,3.21,0.38,5,"R$ 45.483,00"
6.5,0.15,0.55,5.9,45,75,162,99.482,2.97,0.4,5,"R$ 45.360,00"
5.9,0.32,0.33,2.1,27,35,138,98.945,3.37,0.42,6,"R$ 45.485,00"
5.7,0.37,0.3,1.1,29,24,88,98.883,3.18,0.39,6,"R$ 45.484,00"
7.9,0.25,0.35,6.7,39,22,64,99.362,2.93,0.49,5,"R$ 45.483,00"
7.2,0.21,0.28,2.7,33,38,94,99.075,2.99,0.43,7,"R$ 45.515,00"
7,0.24,0.3,6.7,39,37,125,99.436,3.2,0.39,5,"R$ 45.544,00"
6.8,475,0.33,3.95,47,16,81,98.988,3.23,0.53,7,"R$ 45.395,00"
7,0.28,0.32,7.75,32,30,114,99.158,3.12,0.64,7,"R$ 45.516,00"
6.9,0.4,0.3,10.6,33,24,87,99.265,3.15,0.45,6,"R$ 45.516,00"
6.6,0.41,0.31,1.6,42,18,101,99.195,3.13,0.41,5,"R$ 45.422,00"
6.4,0.2,0.28,2.5,32,24,84,99.168,3.31,0.55,5,"R$ 45.423,00"
8.5,0.22,0.34,0.7,0.04,5,25,9.918,03.04,0.37,4,"R$ 45.422,00"
8.4,0.36,0.36,11.1,32,21,132,99.313,2.95,0.39,6,"R$ 13,00"
5.2,285,0.29,5.15,35,64,138,9.895,3.19,0.34,8,"R$ 45.394,00"
6.9,0.2,0.3,4.7,41,40,148,9.932,3.16,0.35,6,"R$ 45.332,00"
6.7,0.42,0.46,9.7,54,67,234,99.848,3.23,0.5,5,"R$ 9,00"
6.2,0.16,0.34,1.7,38,85,153,9.909,3.33,0.86,7,"R$ 12,00"
6.4,125,0.36,1.4,44,22,68,99.014,3.15,0.5,7,"R$ 45.484,00"
6.4,0.44,0.26,2,54,20,180,9.952,3.58,0.57,5,"R$ 10,00"
7,0.31,0.39,7.5,55,42,218,99.652,3.37,0.54,5,"R$ 45.361,00"
6.7,0.42,0.46,9.7,54,67,234,99.848,3.23,0.5,5,"R$ 9,00"
8.6,0.18,0.28,0.8,32,25,78,99.104,2.99,0.38,5,"R$ 45.302,00"
6.2,0.21,0.26,13.1,0.05,59,150,99.772,3.31,0.46,5,"R$ 9,00"
6.1,0.16,0.37,1.1,31,37,97,9.922,3.4,0.58,6,"R$ 45.422,00"
6.5,0.22,0.32,2.2,28,36,92,99.076,3.27,0.59,7,"R$ 45.546,00"
6.2,0.36,0.14,8.9,36,38,155,99.622,3.27,0.5,5,"R$ 45.391,00"
5.7,0.21,0.25,1.1,35,26,81,9.902,3.31,0.52,6,"R$ 45.393,00"
6.4,0.25,0.32,0.9,34,40,114,99.114,3.31,0.58,7,"R$ 45.514,00"
7.6,0.31,0.26,1.7,73,40,157,9.938,3.1,0.46,5,"R$ 45.513,00"
6.6,0.26,0.46,6.9,47,59,183,99.594,3.2,0.45,5,"R$ 45.360,00"
5.7,0.21,0.25,1.1,35,26,81,9.902,3.31,0.52,6,"R$ 45.393,00"
6.2,0.2,0.31,1,31,22,73,99.035,3.24,0.52,6,"R$ 45.362,00"
6.2,0.18,0.3,1,31,23,73,99.032,3.23,0.52,6,"R$ 45.362,00"
6.1,0.37,0.2,7.6,31,49,170,99.558,3.22,0.48,5,"R$ 45.421,00"
6.2,0.36,0.14,8.9,36,38,155,99.622,3.27,0.5,5,"R$ 45.391,00"
6.5,0.22,0.32,2.2,28,36,92,99.076,3.27,0.59,7,"R$ 45.546,00"
7.7,0.18,0.3,1.2,46,49,199,99.413,03.03,0.38,5,"R$ 45.360,00"
6.9,0.14,0.38,1,41,22,81,99.043,03.03,0.54,6,"R$ 45.393,00"
6.9,0.14,0.38,1,41,22,81,99.043,03.03,0.54,6,"R$ 45.393,00"
6,0.44,0.26,3.1,53,57,128,98.982,3.22,0.39,6,"R$ 45.485,00"
7.1,0.36,0.4,1.95,33,26,118,98.934,3.2,0.45,7,"R$ 45.425,00"
5.7,0.28,0.28,2.2,19,15,65,9.902,03.06,0.52,6,"R$ 45.333,00"
6.4,0.16,0.32,8.75,38,38,118,99.449,3.19,0.41,5,"R$ 45.483,00"
7.4,0.28,0.4,11.9,32,13,92,99.629,03.01,0.46,4,"R$ 45.514,00"
6.7,0.39,0.31,2.7,54,27,202,9.948,3.46,0.57,6,"R$ 45.422,00"
6.5,0.44,0.47,5.45,14,44,137,98.984,3.13,0.32,8,"R$ 13,00"
6.9,0.22,0.31,6.3,29,41,131,99.326,03.08,0.49,6,"R$ 45.514,00"
6.6,0.22,0.29,14.4,46,39,118,99.834,03.05,0.5,6,"R$ 45.300,00"
7.7,0.25,0.3,7.8,38,67,196,99.555,3.1,0.5,5,"R$ 45.301,00"
5.2,155,0.33,1.6,28,13,59,98.975,3.3,0.84,8,"R$ 45.546,00"
7,0.31,0.31,9.1,36,45,140,99.216,2.98,0.31,7,"R$ 12,00"
7,0.31,0.31,9.1,36,45,140,99.216,2.98,0.31,7,"R$ 12,00"
6.6,0.22,0.29,14.4,46,39,118,99.834,03.05,0.5,6,"R$ 45.300,00"
5.6,0.21,0.4,1.3,41,81,147,9.901,3.22,0.95,8,"R$ 45.454,00"
5.2,155,0.33,1.6,28,13,59,98.975,3.3,0.84,8,"R$ 45.546,00"
6.4,0.25,0.32,11.3,38,69,192,99.573,3.14,0.5,6,"R$ 45.332,00"
6.9,0.22,0.31,6.3,29,41,131,99.326,03.08,0.49,6,"R$ 45.514,00"
5.3,0.21,0.29,0.7,28,11,66,99.215,3.3,0.4,5,"R$ 45.513,00"
7.1,0.27,0.28,1.25,23,3,89,98.993,2.95,0.3,4,"R$ 45.393,00"
5.2,0.17,0.27,0.7,0.03,11,68,99.218,3.3,0.41,5,"R$ 45.513,00"
7.7,0.25,0.3,7.8,38,67,196,99.555,3.1,0.5,5,"R$ 45.301,00"
7,0.12,0.29,10.3,39,41,98,99.564,3.19,0.38,8,"R$ 45.513,00"
7,0.12,0.29,10.3,39,41,98,99.564,3.19,0.38,8,"R$ 45.513,00"
7.1,0.29,0.34,7.8,36,49,128,99.397,3.21,0.4,6,"R$ 45.483,00"
7.2,0.3,0.3,8.7,22,14,111,99.576,3.11,0.61,5,"R$ 45.453,00"
6.8,0.26,0.46,8.3,37,49,173,99.601,3.17,0.47,5,"R$ 45.360,00"
7,0.12,0.29,10.3,39,41,98,99.564,3.19,0.38,8,"R$ 45.513,00"
7.1,0.29,0.34,7.8,36,49,128,99.397,3.21,0.4,6,"R$ 45.483,00"
4.9,0.33,0.31,1.2,16,39,150,98.713,3.33,0.59,8,"R$ 14,00"
5.1,0.29,0.28,8.3,26,27,107,99.308,3.36,0.37,6,"R$ 11,00"
5.1,0.29,0.28,8.3,26,27,107,99.308,3.36,0.37,6,"R$ 11,00"
6.8,0.26,0.48,6.2,49,55,182,99.582,3.21,0.45,6,"R$ 45.391,00"
6,0.28,0.52,5,78,30,139,99.494,3.1,0.36,6,"R$ 9,00"
6,0.28,0.25,1.8,42,8,108,9.929,03.08,0.55,5,"R$ 9,00"
7.2,0.2,0.22,1.6,44,17,101,99.471,3.37,0.53,5,"R$ 10,00"
6.1,0.27,0.25,1.8,41,9,109,9.929,03.08,0.54,5,"R$ 9,00"
6,0.28,0.25,1.8,42,8,108,9.929,03.08,0.55,5,"R$ 9,00"
6.4,0.29,0.3,2.9,36,25,79,99.037,3.29,0.6,7,"R$ 45.394,00"
7.4,0.35,0.24,6,42,28,123,99.304,3.14,0.44,5,"R$ 45.362,00"
8.1,0.12,0.38,0.9,34,36,86,99.026,2.8,0.55,6,"R$ 12,00"
6.4,0.12,0.3,1.1,31,37,94,98.986,03.01,0.56,6,"R$ 45.484,00"
7.2,0.2,0.22,1.6,44,17,101,99.471,3.37,0.53,5,"R$ 10,00"
7.3,0.4,0.26,5.45,16,26,90,98.951,2.84,0.54,7,"R$ 45.335,00"
7.7,0.11,0.34,14.05,0.04,41,114,99.634,03.07,0.59,7,"R$ 11,00"
6.9,0.23,0.41,8,0.03,30,114,99.368,3.22,0.54,6,"R$ 11,00"
6.9,0.38,0.38,13.1,112,14,94,99.792,03.02,0.48,5,"R$ 45.331,00"
7.5,0.38,0.29,4.9,21,38,113,99.026,03.08,0.48,7,"R$ 13,00"
5.8,0.19,0.24,1.3,44,38,128,99.362,3.77,0.6,5,"R$ 45.453,00"
5.5,0.34,0.26,2.2,21,31,119,98.919,3.55,0.49,8,"R$ 13,00"
6.6,0.23,0.3,14.9,51,33,118,99.835,03.04,0.54,6,"R$ 9,00"
6.6,0.23,0.3,14.9,51,33,118,99.835,03.04,0.54,6,"R$ 9,00"
8.4,0.31,0.31,0.95,21,52,148,99.038,2.93,0.32,5,"R$ 45.423,00"
6.7,0.2,0.3,1.4,25,17,76,99.104,3.11,0.44,6,"R$ 11,00"
8.4,0.31,0.31,0.95,21,52,148,99.038,2.93,0.32,5,"R$ 45.423,00"
7.3,0.26,0.24,1.7,0.05,10,112,99.286,3.11,0.43,5,"R$ 45.544,00"
6.3,0.22,0.22,5.6,39,31,128,99.296,3.12,0.46,6,"R$ 45.392,00"
6.6,0.23,0.3,14.9,51,33,118,99.835,03.04,0.54,6,"R$ 9,00"
7.5,0.19,0.4,7.1,56,50,110,9.954,03.06,0.52,6,"R$ 45.544,00"
8,0.14,0.33,1.2,45,71,162,9.914,03.07,0.47,6,"R$ 11,00"
6.8,0.32,0.39,9.6,26,34,124,99.286,3.18,0.35,6,"R$ 45.303,00"
6.6,0.23,0.2,11.4,44,45,131,99.604,2.96,0.51,6,"R$ 45.482,00"
6.6,0.23,0.2,11.4,44,45,131,99.604,2.96,0.51,6,"R$ 45.482,00"
6.7,0.36,0.26,7.9,34,39,123,99.119,2.99,0.3,7,"R$ 45.334,00"
6.1,0.38,0.42,5,16,31,113,99.007,3.15,0.31,7,"R$ 45.394,00"
8.5,0.23,0.28,11.1,33,30,97,99.507,03.03,0.39,7,"R$ 45.422,00"
7,0.2,0.31,8,0.05,29,213,99.596,3.28,0.57,6,"R$ 45.392,00"
6,0.26,0.32,3.8,29,48,180,99.011,3.15,0.34,6,"R$ 12,00"
6.9,0.3,0.3,10.55,37,4,28,99.184,03.07,0.32,6,"R$ 45.485,00"
6.7,0.18,0.28,10.2,39,29,115,99.469,3.11,0.45,7,"R$ 45.545,00"
6.7,0.18,0.28,10.2,39,29,115,99.469,3.11,0.45,7,"R$ 45.545,00"
6.8,0.18,0.28,9.8,39,29,113,99.406,3.11,0.45,7,"R$ 45.545,00"
7.2,0.19,0.31,6.3,34,17,103,99.305,3.15,0.52,7,"R$ 45.393,00"
6.2,0.16,0.32,1.1,36,74,184,99.096,3.22,0.41,6,"R$ 11,00"
5,0.27,0.32,4.5,32,58,178,98.956,3.45,0.31,7,"R$ 45.455,00"
6.3,0.37,0.28,6.3,34,45,152,9.921,3.29,0.46,7,"R$ 45.454,00"
6.6,0.2,0.27,10.9,38,29,130,99.496,3.11,0.44,7,"R$ 45.422,00"
6.8,0.18,0.28,9.8,39,29,113,99.406,3.11,0.45,7,"R$ 45.545,00"
6.8,0.18,0.28,9.8,39,29,113,99.406,3.11,0.45,7,"R$ 45.545,00"
6.6,0.28,0.34,0.8,37,42,119,9.888,03.03,0.37,6,"R$ 45.424,00"
6.5,0.35,0.36,0.8,34,32,111,98.942,3.11,0.5,8,"R$ 45.303,00"
6.9,0.25,0.33,1.2,35,35,158,99.082,03.02,0.58,6,"R$ 45.362,00"
6,0.32,0.3,1.3,25,18,112,98.802,03.07,0.64,7,"R$ 45.364,00"
6.8,0.18,0.28,9.8,39,29,113,99.406,3.11,0.45,7,"R$ 45.545,00"
6.7,0.18,0.28,10.2,39,29,115,99.469,3.11,0.45,7,"R$ 45.545,00"
6.6,0.2,0.27,10.9,38,29,130,99.496,3.11,0.44,7,"R$ 45.422,00"
6.3,0.37,0.28,6.3,34,45,152,9.921,3.29,0.46,7,"R$ 45.454,00"
7.2,0.19,0.31,6.3,34,17,103,99.305,3.15,0.52,7,"R$ 45.393,00"
6.3,0.18,0.36,1.2,34,26,111,99.074,3.16,0.51,6,"R$ 11,00"
6.9,0.3,0.36,0.9,37,40,156,98.968,03.08,0.36,6,"R$ 45.303,00"
6.2,0.16,0.32,1.1,36,74,184,99.096,3.22,0.41,6,"R$ 11,00"
5,0.27,0.32,4.5,32,58,178,98.956,3.45,0.31,7,"R$ 45.455,00"
5,0.3,0.33,3.7,0.03,54,173,9.887,3.36,0.3,7,"R$ 13,00"
6.5,0.2,0.5,18.1,54,50,221,99.941,2.94,0.64,6,"R$ 45.512,00"
6.7,0.25,0.31,1.35,61,30.5,218,99.388,3.16,0.53,5,"R$ 45.421,00"
6.6,0.22,0.36,5.5,29,30,105,99.206,3.2,0.47,6,"R$ 45.515,00"
6.8,0.25,0.37,3.1,26,29,93,99.035,3.14,0.45,6,"R$ 45.334,00"
7,0.13,0.37,12.85,42,36,105,99.581,03.05,0.55,6,"R$ 45.483,00"
7,0.45,0.34,19.8,0.04,12,67,9.976,03.07,0.38,6,"R$ 11,00"
7.2,0.32,0.3,8.25,0.02,14,104,99.362,2.99,0.44,6,"R$ 45.393,00"
7,0.13,0.37,12.85,42,36,105,99.581,03.05,0.55,6,"R$ 45.483,00"
5.9,0.34,0.3,3.8,35,57,135,99.016,03.09,0.34,6,"R$ 12,00"
6.8,0.22,0.31,6.9,37,33,121,99.176,03.02,0.39,8,"R$ 45.546,00"
7.2,0.32,0.3,8.25,0.02,14,104,99.362,2.99,0.44,6,"R$ 45.393,00"
8.4,0.32,0.35,11.7,29,3,46,99.439,03.02,0.34,6,"R$ 45.515,00"
6.8,0.27,0.29,4.6,46,6,88,99.458,3.34,0.48,4,"R$ 45.453,00"
8,0.74,0.21,4,0.05,24,133,99.418,03.06,0.38,5,"R$ 45.482,00"
7,0.45,0.34,19.8,0.04,12,67,9.976,03.07,0.38,6,"R$ 11,00"
7,0.13,0.37,12.85,42,36,105,99.581,03.05,0.55,6,"R$ 45.483,00"
5.4,0.22,0.29,1.2,45,69,152,99.178,3.76,0.63,7,"R$ 11,00"
8.4,0.22,0.3,8.9,24,17,118,99.456,2.99,0.34,6,"R$ 45.422,00"
7.4,0.32,0.22,11.7,35,44,150,99.578,3.1,0.45,5,"R$ 45.392,00"
7.5,0.18,0.37,6.2,0.05,21,138,99.546,3.2,0.55,6,"R$ 45.422,00"
7.1,0.47,0.29,14.8,24,22,142,99.518,3.12,0.48,8,"R$ 12,00"
7.1,0.47,0.29,14.8,24,22,142,99.518,3.12,0.48,8,"R$ 12,00"
5.8,0.19,0.25,10.8,42,33,124,99.646,3.22,0.41,6,"R$ 45.331,00"
6.7,0.14,0.46,1.6,36,15,92,99.264,3.37,0.49,5,"R$ 45.545,00"
6.8,0.24,0.38,8.3,45,50,185,99.578,3.15,0.5,6,"R$ 45.421,00"
6.9,0.25,0.47,8.4,42,36,156,99.604,3.15,0.55,6,"R$ 45.391,00"
6,0.24,0.33,2.5,26,31,85,99.014,3.13,0.5,7,"R$ 45.362,00"
6.8,0.29,0.34,3.5,54,26,189,99.489,3.42,0.58,5,"R$ 45.392,00"
6.3,0.33,0.42,17.2,37,57,170,99.884,3.26,0.57,6,"R$ 45.391,00"
6.5,0.23,0.45,2.1,27,43,104,99.054,03.02,0.52,6,"R$ 45.362,00"
6.3,0.27,0.29,12.2,44,59,196,99.782,3.14,0.4,6,"R$ 45.512,00"
6.3,0.2,0.37,11.8,45,58,130,99.519,3.2,0.35,5,"R$ 45.514,00"
6.2,0.33,0.41,16.8,37,58,173,99.882,3.25,0.57,6,"R$ 45.391,00"
6.3,0.33,0.42,17.2,37,57,170,99.884,3.26,0.57,6,"R$ 45.391,00"
7.2,0.21,1,1.1,154,46,114,9.931,2.95,0.43,6,"R$ 45.331,00"
6,0.27,0.3,14.7,44,15,144,99.666,3.12,0.53,6,"R$ 45.361,00"
5.7,0.12,0.26,5.5,34,21,99,99.324,03.09,0.57,6,"R$ 45.544,00"
6.9,0.24,0.37,6.1,27,38,112,99.086,3.19,0.34,6,"R$ 45.394,00"
7.7,0.18,0.53,1.2,41,42,167,9.908,3.11,0.44,5,"R$ 45.546,00"
7.1,0.17,0.43,1.3,23,33,132,99.067,3.11,0.56,6,"R$ 45.484,00"
7.5,0.33,0.38,8.7,126,49,199,99.711,2.98,0.57,5,"R$ 45.391,00"
6.2,255,0.24,1.7,39,138.5,272,99.452,3.53,0.53,4,"R$ 45.452,00"
7.5,0.33,0.38,8.7,126,49,199,99.711,2.98,0.57,5,"R$ 45.391,00"
5.6,0.2,0.66,10.2,43,78,175,9.945,2.98,0.43,7,"R$ 45.392,00"
7.6,0.17,0.36,4.5,42,26,102,99.427,03.09,0.47,5,"R$ 45.421,00"
5.8,0.15,0.31,5.9,36,7,73,99.152,3.2,0.43,6,"R$ 45.546,00"
6.3,0.25,0.44,1.7,24,36,116,98.935,3.18,0.4,6,"R$ 45.424,00"
6.9,0.28,0.41,1.4,16,6,55,98.876,3.16,0.4,5,"R$ 45.395,00"
7.2,0.27,0.37,5.4,26,27,114,99.174,3.13,0.84,5,"R$ 45.485,00"
6.2,0.25,0.38,7.9,45,54,208,99.572,3.17,0.46,5,"R$ 45.300,00"
8.5,0.19,0.48,1.1,26,23,58,99.184,2.9,0.5,6,"R$ 45.422,00"
6.2,0.25,0.54,7,46,58,176,99.454,3.19,0.7,5,"R$ 45.392,00"
6.2,0.25,0.54,7,46,58,176,99.454,3.19,0.7,5,"R$ 45.392,00"
6.8,0.28,0.43,7.6,0.03,30,110,99.164,03.08,0.59,8,"R$ 45.424,00"
6.2,0.25,0.54,7,46,58,176,99.454,3.19,0.7,5,"R$ 45.392,00"
7.4,0.21,0.8,12.3,38,77,183,99.778,2.95,0.48,5,"R$ 9,00"
7,0.15,0.38,15.3,45,54,120,9.975,3.18,0.42,6,"R$ 45.513,00"
7.4,0.21,0.8,12.3,38,77,183,99.778,2.95,0.48,5,"R$ 9,00"
7.3,0.28,0.42,1.2,33,29,142,99.205,3.17,0.43,4,"R$ 45.483,00"
6.1,0.18,0.38,2.3,33,28,111,98.962,3.16,0.49,6,"R$ 45.394,00"
7,0.53,0.43,6.1,29,6,76,99.118,03.08,0.5,8,"R$ 45.424,00"
6.8,0.28,0.43,7.6,0.03,30,110,99.164,03.08,0.59,8,"R$ 45.424,00"
6.5,0.36,0.38,10.2,28,20,82,99.274,3.1,0.43,7,"R$ 45.303,00"
7.5,0.25,0.47,4.1,41,95,163,99.184,2.92,0.59,6,"R$ 45.362,00"
6.7,0.24,0.41,2.9,39,48,122,99.052,3.25,0.43,5,"R$ 12,00"
6.6,0.25,0.33,8.5,42,29,141,99.546,3.28,0.6,5,"R$ 45.392,00"
6.4,0.15,0.4,1.5,42,23,87,98.972,3.11,0.46,7,"R$ 45.334,00"
6.3,0.28,0.3,3.1,39,24,115,9.942,03.05,0.43,5,"R$ 45.451,00"
6.2,0.25,0.38,7.9,45,54,208,99.572,3.17,0.46,5,"R$ 45.300,00"
7.1,0.28,0.35,3.5,28,35,91,99.022,2.96,0.33,5,"R$ 45.303,00"
6.6,0.35,0.34,4.9,32,9,125,99.253,3.32,0.81,5,"R$ 12,00"
8.5,0.19,0.48,1.1,26,23,58,99.184,2.9,0.5,6,"R$ 45.422,00"
6.2,0.25,0.54,7,46,58,176,99.454,3.19,0.7,5,"R$ 45.392,00"
6,0.35,0.51,1.2,29,10,102,9.903,3.46,0.42,6,"R$ 45.546,00"
5.8,0.31,0.32,4.5,24,28,94,98.906,3.25,0.52,7,"R$ 45.486,00"
6.6,0.17,0.35,2.6,0.03,33,78,99.146,3.22,0.72,6,"R$ 45.362,00"
8.5,0.23,0.4,9.9,36,24,88,9.951,03.02,0.42,6,"R$ 45.422,00"
5.8,0.31,0.32,4.5,24,28,94,98.906,3.25,0.52,7,"R$ 45.486,00"
6.1,0.2,0.34,9.5,41,38,201,995,3.14,0.44,3,"R$ 45.301,00"
6.3,0.37,0.37,1.5,24,12,76,98.876,2.94,0.39,6,"R$ 45.363,00"
6.2,0.36,0.38,3.2,31,20,89,98.956,03.06,0.33,7,"R$ 12,00"
6.6,0.17,0.35,2.6,0.03,33,78,99.146,3.22,0.72,6,"R$ 45.362,00"
6.3,0.28,0.47,11.2,0.04,61,183,99.592,3.12,0.51,6,"R$ 45.421,00"
7.6,0.27,0.52,3.2,43,28,152,99.129,03.02,0.53,6,"R$ 45.393,00"
7,0.25,0.45,2.3,45,40,118,99.064,3.16,0.48,7,"R$ 45.546,00"
9.7,0.24,0.49,4.9,32,3,18,99.368,2.85,0.54,6,"R$ 10,00"
9.7,0.24,0.49,4.9,32,3,18,99.368,2.85,0.54,6,"R$ 10,00"
6.8,0.13,0.39,1.4,34,19,102,99.121,3.23,0.6,7,"R$ 45.362,00"
6.6,0.78,0.5,1.5,45,30,133,99.104,3.25,0.48,5,"R$ 45.484,00"
5.1,0.33,0.27,6.7,22,44,129,99.221,3.36,0.39,7,"R$ 11,00"
6.7,0.34,0.4,2.1,33,34,111,98.924,2.97,0.48,7,"R$ 45.334,00"
6.7,0.14,0.51,4.3,28,57,124,99.176,2.91,0.54,7,"R$ 45.483,00"
7,0.26,0.34,10.9,38,25,84,99.432,3.11,0.34,6,"R$ 45.545,00"
6.5,0.29,0.26,7,0.04,18,113,99.366,3.17,0.38,6,"R$ 45.332,00"
7,0.25,0.45,2.3,45,40,118,99.064,3.16,0.48,7,"R$ 45.546,00"
7.6,0.21,0.49,2.5,47,20,130,99.178,3.15,0.48,5,"R$ 45.302,00"
7.7,0.26,0.51,2.6,45,26,159,99.126,3,0.5,6,"R$ 45.333,00"
7.6,0.27,0.52,3.2,43,28,152,99.129,03.02,0.53,6,"R$ 45.393,00"
7.7,0.25,0.49,2.5,47,31,169,99.252,03.07,0.57,6,"R$ 45.453,00"
7.6,0.35,0.46,14.7,47,33,151,99.709,03.03,0.53,5,"R$ 45.361,00"
6.9,0.3,0.36,4.5,54,31,203,99.513,3.4,0.57,4,"R$ 45.392,00"
6.7,0.24,0.46,2.2,33,19,111,99.045,3.1,0.62,6,"R$ 45.546,00"
6.5,0.23,0.39,1.9,36,41,98,0.99,3.19,0.43,7,"R$ 45.546,00"
7.6,0.23,0.34,1.6,43,24,129,99.305,3.12,0.7,5,"R$ 45.392,00"
6.5,0.24,0.39,17.3,52,22,126,99.888,3.11,0.47,6,"R$ 45.331,00"
6.3,0.17,0.32,4.2,0.04,37,117,99.182,3.24,0.43,6,"R$ 45.362,00"
6.3,0.17,0.32,4.2,0.04,37,117,99.182,3.24,0.43,6,"R$ 45.362,00"
6.7,0.21,0.37,2.5,34,35,89,9.913,3.25,0.5,7,"R$ 11,00"
6.5,0.23,0.39,1.9,36,41,98,0.99,3.19,0.43,7,"R$ 45.546,00"
5.9,0.28,0.39,1.4,31,47,147,98.836,03.08,0.64,7,"R$ 45.547,00"
5.9,0.19,0.37,0.8,27,3,21,9.897,03.09,0.31,5,"R$ 45.514,00"
6.2,0.25,0.42,8,49,53,206,99.586,3.16,0.47,6,"R$ 45.300,00"
7.6,0.23,0.34,1.6,43,24,129,99.305,3.12,0.7,5,"R$ 45.392,00"
5.6,0.18,0.27,1.7,0.03,31,103,98.892,3.35,0.37,6,"R$ 45.547,00"
